Date,Open,High,Low,Close,Volume
5-May-2015,32.31360144,32.31360144,31.95229305,32.00727463,11721300
6-May-2015,32.23505421,32.27432634,31.72450758,31.93658066,11906900
7-May-2015,31.83447158,32.13294515,31.81876213,31.96800041,13834700
8-May-2015,32.20364433,32.3371702,32.08582492,32.18793488,11144400
11-May-2015,32.18793976,32.50997613,32.10939547,32.15652084,10113500
12-May-2015,32.02298758,32.17222289,31.82662391,31.96014977,12384500
13-May-2015,32.00728029,32.48640815,31.9837176,32.24291611,13183700
14-May-2015,32.43927156,32.67490732,32.40785266,32.59636307,9961000
15-May-2015,32.55708661,32.74559399,32.54137716,32.61206818,8479000
18-May-2015,32.58851925,32.58851925,32.40000879,32.45499039,11511700
19-May-2015,32.3842943,32.50996692,32.30575004,32.44713211,9072000
20-May-2015,32.49425559,32.66705656,32.44713024,32.47854614,10965200
21-May-2015,32.4078591,32.45498746,32.25862379,32.38429642,9270900
22-May-2015,32.29788884,32.39214554,32.23505404,32.36857986,11909500
26-May-2015,32.29789246,32.34502082,31.99942187,32.19578552,15194300
27-May-2015,32.15651905,32.36073898,32.07012153,32.29790115,9863100
28-May-2015,32.3607308,32.43927507,32.10938557,32.31360245,9395200
29-May-2015,32.34503079,32.34503079,32.02299442,32.17222977,19628600
1-Jun-2015,32.48641344,32.52568559,32.10939547,32.15652084,12684100
2-Jun-2015,32.07796613,32.32931137,31.95229352,32.19578552,11878600
3-Jun-2015,32.28219004,32.36859054,32.03084475,32.1015358,8153800
4-Jun-2015,31.97586078,32.18793392,31.83447869,31.88160706,10145800
5-Jun-2015,31.79519286,31.82661176,31.48101291,31.49671936,15975600
8-Jun-2015,31.49672922,31.62240184,31.43389441,31.54385757,14339300
9-Jun-2015,31.55171737,31.74808107,31.504592,31.57528305,10772700
10-Jun-2015,31.66953483,31.84233583,31.63811592,31.67739105,11979900
11-Jun-2015,31.76449758,31.87536794,31.70114136,31.75657654,11944900
12-Jun-2015,31.7090624,31.77241559,31.55067487,31.64570618,15568600
15-Jun-2015,31.54275537,31.56651244,31.33685069,31.35268974,11364800
16-Jun-2015,31.38436677,31.80409111,31.36060668,31.74073792,12517400
17-Jun-2015,31.74074025,31.93080287,31.68530205,31.89120674,13898400
18-Jun-2015,31.80408944,32.2634129,31.80408944,32.19213867,16314600
19-Jun-2015,32.14463194,32.19214911,31.99416542,31.99416542,23550600
22-Jun-2015,32.08126363,32.31884638,32.04166751,32.05750656,8775900
23-Jun-2015,32.01791911,32.08919335,31.9228878,31.97832298,11094900
24-Jun-2015,31.97040456,32.03376079,31.82785606,31.82785606,10385100
25-Jun-2015,31.89912755,31.94664471,31.69322586,31.69322586,10607600
26-Jun-2015,31.7565795,31.95456317,31.67738724,31.67738724,16215600
29-Jun-2015,31.51900254,31.66155104,31.20223045,31.20223045,15500800
30-Jun-2015,31.3685286,31.3685286,30.98047934,31.06759262,14621300
1-Jul-2015,31.18638273,31.36060628,31.10718747,31.28141403,11177400
2-Jul-2015,31.38436698,31.52691544,31.16262325,31.27349663,8975900
6-Jul-2015,31.1388768,31.36061759,31.05968453,31.21806908,10252600
7-Jul-2015,31.27349914,31.97832046,31.20222491,31.87536812,20335000
8-Jul-2015,31.66946923,31.85953186,31.55067782,31.56651688,11383700
9-Jul-2015,32.04167436,32.13670869,31.5981929,31.61402893,13392000
10-Jul-2015,31.89121098,32.08919465,31.80409767,31.98624229,13360400
13-Jul-2015,32.12088096,32.28718657,32.06544576,32.20007324,9854200
14-Jul-2015,32.39013079,32.67522475,32.34261362,32.6039505,19531000
15-Jul-2015,32.58811231,32.75441786,32.54851316,32.57227325,11252100
16-Jul-2015,32.80192818,32.94447664,32.746493,32.84944534,10483700
17-Jul-2015,32.71482598,32.722744,32.50892125,32.66730881,9608300
20-Jul-2015,32.74649214,32.89696163,32.64354282,32.77025223,10024200
21-Jul-2015,32.77025865,32.88112902,32.54851488,32.61978912,13653800
22-Jul-2015,32.31884724,32.93655516,32.14462068,32.39012146,15528600
23-Jul-2015,32.46140463,32.48516171,32.05751625,32.34261322,13522200
24-Jul-2015,32.27925964,32.33469785,32.00208368,32.02584076,10912500
27-Jul-2015,31.89912916,32.13671199,31.80409784,32.10503387,10945700
28-Jul-2015,32.19214847,32.25550168,32.02583988,32.11295319,11021800
29-Jul-2015,32.09710945,32.23965793,32.06543436,32.14462662,8479900
30-Jul-2015,32.11294765,32.27133517,31.98623823,32.12086868,9095500
31-Jul-2015,32.37428916,32.64354706,32.28717587,32.5326767,15309500
3-Aug-2015,32.35053195,32.90488686,32.34261394,32.89696884,14672600
4-Aug-2015,32.87319822,33.15829511,32.73857081,33.14245605,17559900
5-Aug-2015,33.19790516,33.43548802,33.11871289,33.35629272,15329200
6-Aug-2015,33.26124362,33.45922721,33.15037329,33.19788742,11378900
7-Aug-2015,33.11079112,33.23750055,32.88904735,33.07911301,10886700
10-Aug-2015,33.1741371,33.25333237,32.92863933,33.00783157,9501900
11-Aug-2015,32.78609215,32.92071957,32.60394454,32.84944534,11254900
12-Aug-2015,32.57227117,32.67522049,32.35052742,32.67522049,9602200
13-Aug-2015,32.69105998,32.77025525,32.47723727,32.54851151,10270900
14-Aug-2015,32.47724314,32.66730881,32.437647,32.66730881,9904800
17-Aug-2015,32.49306032,32.82567427,32.4455462,32.74647903,8272800
18-Aug-2015,32.69105487,32.88903849,32.61978064,32.70689392,11199400
19-Aug-2015,32.58019434,32.65938962,32.29509735,32.29509735,15796500
20-Aug-2015,32.08919611,32.32677593,32.01000082,32.11295319,14218000
21-Aug-2015,31.80409352,32.04959433,31.28933482,31.30517387,28036200
24-Aug-2015,30.08559146,30.83792678,28.95312494,30.39444542,44065300
25-Aug-2015,30.9883971,31.10718545,30.03807511,30.08559227,31363700
26-Aug-2015,30.68746037,30.75081658,30.00639625,30.67162132,23523300
27-Aug-2015,30.93297003,31.18638889,30.56867778,31.09927559,18871600
28-Aug-2015,30.97256151,31.25765844,30.92504435,31.24181938,14503900
31-Aug-2015,31.0042466,31.24182642,30.93297235,31.13887405,12673300
1-Sep-2015,30.62411516,30.90921215,30.52116582,30.68747139,23703200
2-Sep-2015,30.9092104,30.94088851,30.53700314,30.80626106,14054800
3-Sep-2015,30.80625578,31.1547059,30.75873862,31.01215744,13311600
4-Sep-2015,30.632029,30.71914229,30.39444924,30.5053196,15450500
8-Sep-2015,30.78250097,30.9092104,30.56867824,30.80626106,15273900
9-Sep-2015,30.98048282,31.05175706,30.25190439,30.33109665,13764600
10-Sep-2015,30.33901431,30.60827218,30.29149715,30.42612457,14952500
11-Sep-2015,30.36221501,30.50599844,30.22642124,30.45807266,11802300
14-Sep-2015,30.52996831,30.52996831,30.23441174,30.43411064,8950000
15-Sep-2015,30.41014923,30.85747588,30.29032867,30.75363159,13019800
16-Sep-2015,30.88942545,31.30479955,30.72966877,31.27285004,22233400
17-Sep-2015,31.27285085,31.64029612,31.18498284,31.45657349,21232500
18-Sep-2015,31.04120362,31.39267266,30.92138304,31.13705826,27527300
21-Sep-2015,31.19296723,31.40065579,31.10509923,31.30479813,12935800
22-Sep-2015,30.89741489,31.14504263,30.81753655,30.9852829,15021300
23-Sep-2015,30.98528682,31.05717856,30.79357451,30.96132088,8910800
24-Sep-2015,30.76960794,31.31278921,30.76161828,31.27285004,19385700
25-Sep-2015,31.49652811,32.01574676,31.41664973,31.64829826,22511300
28-Sep-2015,31.5684027,31.80804077,31.41663263,31.57638931,19323100
29-Sep-2015,31.56840591,31.72017599,31.41663582,31.68023682,14166900
30-Sep-2015,31.85596686,32.13554408,31.79206176,32.04767609,19752600
1-Oct-2015,32.12757004,32.32726901,31.63231442,31.7920742,19606600
2-Oct-2015,31.6003602,32.26335907,31.44060044,32.26335907,15537300
5-Oct-2015,32.31128237,32.79055851,32.2953061,32.75860596,15664000
6-Oct-2015,32.78257883,33.02221695,32.69471081,32.71867371,14579400
7-Oct-2015,32.86244578,33.23788064,32.83049323,33.16598892,14329700
8-Oct-2015,32.95830207,33.54142548,32.95830207,33.53343582,11960200
9-Oct-2015,33.40563181,33.64526988,33.37367926,33.56539154,13931200
12-Oct-2015,33.41363699,33.78108241,33.39766071,33.54943085,12299100
13-Oct-2015,33.38966159,33.47752961,33.18197604,33.26984406,12903600
14-Oct-2015,33.19794954,33.51746598,33.19794954,33.29380417,14180000
15-Oct-2015,33.44556499,33.57337214,33.22988985,33.48550415,11801600
16-Oct-2015,33.67722244,33.71716161,33.45356064,33.56539154,20384200
19-Oct-2015,33.4695397,33.59734688,33.3896583,33.54143143,15553800
20-Oct-2015,33.54941544,33.8689349,33.54941544,33.78106689,16199300
21-Oct-2015,33.50149581,33.96479885,33.31777313,33.70119476,19254900
22-Oct-2015,33.90088942,35.02719127,33.87692652,34.53992844,35920200
23-Oct-2015,34.59583593,34.59583593,34.14850933,34.18046188,18796100
26-Oct-2015,34.15650763,34.26035194,33.9168695,34.02071381,14788600
27-Oct-2015,33.94881793,34.16449314,33.93284165,34.03668594,30166600
28-Oct-2015,34.14852557,34.22041732,33.71717504,34.13254929,13667300
29-Oct-2015,34.07661761,34.26832988,33.82100328,34.18046188,9427400
30-Oct-2015,34.1884534,34.23638224,33.82899475,33.82899475,15356200
2-Nov-2015,33.80503672,33.83698928,33.46954396,33.74113464,16252200
3-Nov-2015,33.69319948,33.80503038,33.39764596,33.67722321,9693100
4-Nov-2015,33.76509741,33.86095205,33.46155417,33.52545929,10488500
5-Nov-2015,33.54941479,33.82899203,33.53343851,33.8130188,9625100
6-Nov-2015,33.52545335,33.72515225,33.23788643,33.51746368,11926700
9-Nov-2015,33.30977586,33.38166758,33.02220897,33.18196869,10842700
10-Nov-2015,33.10210327,33.39765997,33.09411665,33.3657074,8283100
11-Nov-2015,33.50148991,33.7091785,33.48551363,33.58137131,9101200
12-Nov-2015,33.55740759,33.58936015,33.20593856,33.21392822,10725000
13-Nov-2015,33.11806313,33.37367747,33.03818479,33.05416107,11619500
16-Nov-2015,33.09410298,33.54941624,33.06215042,33.51746368,11244900
17-Nov-2015,33.42959967,33.66924082,33.158009,33.28581619,12739400
18-Nov-2015,33.36569071,33.82899055,33.29379899,33.7730751,12966300
19-Nov-2015,33.80503538,34.58785484,33.80503538,34.43608475,24090700
20-Nov-2015,34.59585124,34.8115265,33.8689471,33.89291,19780800
23-Nov-2015,33.98874763,34.49198965,33.97277136,34.31625366,13338100
24-Nov-2015,34.10857156,34.82748575,34.07661901,34.63577652,15767200
25-Nov-2015,34.60382397,34.74760741,34.5399219,34.63577652,10344900
27-Nov-2015,34.6438266,34.80481154,34.45064407,34.73236847,7236700
30-Nov-2015,34.70822797,34.73237771,34.29771919,34.30576706,16063000
1-Dec-2015,34.39430682,34.69212701,34.39430682,34.52309418,11153000
2-Dec-2015,34.47479864,34.55528958,34.28161607,34.42650223,12598500
3-Dec-2015,34.39430064,34.52308798,34.0642829,34.17697144,15004400
4-Dec-2015,34.27356482,34.99799245,34.27356482,34.84505844,16488000
7-Dec-2015,34.86117069,34.96580833,34.61164378,34.77262878,12030700
8-Dec-2015,34.65188374,34.81286871,34.45065328,34.61968613,10736200
9-Dec-2015,34.43456051,34.82897362,34.20918334,34.33797073,12945500
10-Dec-2015,34.39429511,34.66796854,34.2333102,34.41844177,15483300
11-Dec-2015,34.31382022,34.4748052,33.91940715,34.02404785,17313400
14-Dec-2015,34.05623769,34.41845,33.7825642,34.16892624,20092900
15-Dec-2015,34.48285615,34.80482615,34.41846092,34.66798782,17916400
16-Dec-2015,34.81287289,35.34412124,34.81287289,35.28777695,21868600
17-Dec-2015,35.26361715,35.32800929,34.94969514,35.00604248,14697000
18-Dec-2015,34.90140832,34.94970166,34.20917511,34.20917511,24583700
21-Dec-2015,34.46674885,34.5633386,34.17697653,34.43455124,10444400
22-Dec-2015,34.49894189,34.92554938,34.37820242,34.84505844,12280800
23-Dec-2015,34.92556657,35.19924018,34.89336895,35.15094376,9092300
24-Dec-2015,35.00604969,35.19118133,34.94970234,35.04629517,3036600
28-Dec-2015,34.96579394,35.03018915,34.86115634,35.00604248,6326100
29-Dec-2015,35.04628934,35.23946881,35.01409173,35.18312454,7739800
30-Dec-2015,35.21532454,35.23142334,34.97384864,35.07043839,5112500
31-Dec-2015,34.85310308,34.88530068,34.50698656,34.57942963,9727900
4-Jan-2016,34.08038097,34.2091683,33.78256083,34.12867737,16084100
5-Jan-2016,34.05624066,34.31381538,33.94354904,34.24942017,15781900
6-Jan-2016,33.96769554,34.21721929,33.83890819,34.06428528,16245100
7-Jan-2016,33.52498515,33.89524835,33.36400022,33.50083542,20563600
8-Jan-2016,33.52499173,33.90330286,33.33180916,33.41230011,14645900
11-Jan-2016,33.46864319,33.69402026,33.23521518,33.46864319,15815200
12-Jan-2016,34.04819122,34.16893072,33.70207461,33.90330505,21814800
13-Jan-2016,33.94354115,34.265511,33.63767316,33.68596649,16854300
14-Jan-2016,33.79865921,33.94354227,33.51693481,33.71011734,16028000
15-Jan-2016,32.96154101,33.47669035,32.94544221,33.40424728,21153600
19-Jan-2016,33.62157318,33.90329449,33.52498346,33.74230957,15462200
20-Jan-2016,33.36400342,33.50083863,32.80055764,33.30765915,19923500
21-Jan-2016,33.36400075,33.41229408,33.07422848,33.31570435,15568900
22-Jan-2016,33.51693469,33.99988949,33.36400069,33.85500336,15209200
25-Jan-2016,33.99990396,34.20918231,33.75037705,33.93550873,12505200
26-Jan-2016,33.93549351,34.20916697,33.75036191,33.87110138,13018500
27-Jan-2016,33.95158963,34.17696668,33.65376954,33.87914658,14167000
28-Jan-2016,33.95159542,34.38625385,33.85500568,34.26551437,16622800
29-Jan-2016,34.49894406,34.82091089,34.32991124,34.5472374,20457000
1-Feb-2016,34.28966717,34.73237661,34.2655205,34.61163712,17097800
2-Feb-2016,34.37015476,34.44259783,34.13672675,34.16087341,12332900
3-Feb-2016,34.45064167,34.56333019,34.0320821,34.38624954,15958300
4-Feb-2016,34.22527046,34.52309063,34.12868072,34.23331833,14413700
5-Feb-2016,34.55528637,34.60358277,34.01598727,34.16087341,17315700
8-Feb-2016,33.94354518,34.37015575,33.72621903,34.32991028,17254400
9-Feb-2016,34.01599191,35.00604837,34.01599191,34.85311127,24853800
10-Feb-2016,34.88530909,34.92555457,34.21722256,34.24942017,16729600
11-Feb-2016,33.83085152,34.29770749,33.79060606,34.13672256,16825300
12-Feb-2016,34.38625726,34.72432291,34.2574699,34.70017624,15222400
16-Feb-2016,34.86921154,34.9819001,34.62773562,34.90140915,12675900
17-Feb-2016,34.94969514,35.11068008,34.83700661,35.00604248,12332500
18-Feb-2016,35.11873705,35.199228,34.8531114,35.10263824,11170300
19-Feb-2016,35.07848841,35.23142242,34.83700945,35.23142242,12850000
22-Feb-2016,35.23142801,35.54534703,35.11873945,35.36826324,20716100
23-Feb-2016,35.20727888,35.45680266,35.14288366,35.16703033,11166400
24-Feb-2016,35.06237967,35.36824761,34.90944263,35.34410095,10844200
25-Feb-2016,35.38435274,35.56143648,35.31190968,35.54533768,10903300
26-Feb-2016,35.44874628,35.46484508,34.70016898,34.72431564,18421000
29-Feb-2016,34.74847261,35.10264017,34.54724216,34.71627808,15049800
1-Mar-2016,34.91750656,35.16703033,34.74847065,35.16703033,12358300
2-Mar-2016,34.98994653,35.23142242,34.94969799,35.23142242,12856300
3-Mar-2016,35.10263608,35.40045625,35.04629181,35.38435745,13134800
4-Mar-2016,35.23946702,35.53729022,35.15897608,35.50509262,13691500
7-Mar-2016,35.34411537,35.52924701,35.3038699,35.42460632,10695300
8-Mar-2016,35.35215202,35.79486131,35.26361323,35.67412186,18900200
9-Mar-2016,35.73047755,36.0846451,35.6499866,36.0685463,18466600
10-Mar-2016,36.09268961,36.43075525,35.96390226,36.40660858,28908600
11-Mar-2016,36.5039545,36.70675425,36.44717082,36.66619492,16129300
14-Mar-2016,36.53640086,36.84465423,36.53640086,36.73920059,13206700
15-Mar-2016,36.56884342,36.95821847,36.5607297,36.6986351,13686300
16-Mar-2016,36.54450989,36.64185289,36.13891044,36.54450989,15386100
17-Mar-2016,36.54450641,37.2421379,36.47961212,37.12857056,24080000
18-Mar-2016,37.18535835,37.20969333,36.82031822,36.99066925,23853400
21-Mar-2016,36.8446513,37.20969141,36.79598135,37.04745102,9740400
22-Mar-2016,36.95011668,37.09613276,36.82032495,36.90955734,13788300
23-Mar-2016,36.82842813,37.07989779,36.78786572,36.87709808,9292100
24-Mar-2016,36.86899243,36.99067041,36.65807897,36.97444916,10890200
28-Mar-2016,36.95823371,37.25837652,36.91767128,37.15291977,13306600
29-Mar-2016,37.2015863,37.72886379,37.16102697,37.70452881,25010400
30-Mar-2016,37.82620004,37.90731868,37.58284102,37.78564072,14312200
31-Mar-2016,37.76131103,38.02900817,37.57473564,37.63151932,15544500
1-Apr-2016,37.42870855,38.02088325,37.40437358,37.98843765,14922900
4-Apr-2016,37.9965653,38.06957334,37.72075749,38.03712463,10629800
5-Apr-2016,37.8180947,37.97222448,37.67207864,37.74508667,10696700
6-Apr-2016,37.77753068,37.90732237,37.62340401,37.89109802,9122700
7-Apr-2016,37.7207489,37.7856463,37.44494115,37.60718155,9292000
8-Apr-2016,37.67207731,38.11012547,37.67207731,38.0208931,11959300
11-Apr-2016,38.04523874,38.23181416,37.64774983,37.67208481,11880100
12-Apr-2016,37.64774861,37.93166704,37.59907555,37.84243774,11219100
13-Apr-2016,37.93978162,37.94789225,37.16914187,37.34760666,13234100
14-Apr-2016,37.36382913,37.49362086,37.11235631,37.17725372,12982200
15-Apr-2016,37.16914362,37.44495144,37.05557623,37.39627838,13647800
18-Apr-2016,37.3962681,37.54228415,37.1691334,37.4936142,11538100
19-Apr-2016,37.5666231,37.81809279,37.4368314,37.80186844,14418300
20-Apr-2016,36.77976102,36.81220972,35.74142734,35.99289703,40360300
21-Apr-2016,35.90366068,35.91988503,34.77609475,35.4169426,37206900
22-Apr-2016,35.52241419,36.22815664,35.52241419,36.1308136,25134200
25-Apr-2016,36.09836002,36.27682481,36.001017,36.26871109,11173800
26-Apr-2016,36.43905154,36.47150024,36.04156583,36.12268448,13935500
27-Apr-2016,36.21191318,36.39037791,35.89554615,36.24436188,11335500
28-Apr-2016,36.0983473,36.42282807,36.06589861,36.20380402,10932500
29-Apr-2016,36.12269265,36.39038982,36.09835767,36.34171677,11716000
2-May-2016,36.1551329,36.65807532,36.1551329,36.4877243,12577500
3-May-2016,36.39849574,36.56073615,36.22003408,36.37416077,10420500
4-May-2016,36.27681396,36.59318102,36.10645985,36.4877243,9350500
5-May-2016,36.44715942,36.90143182,36.39848638,36.55261612,8801100
6-May-2016,36.5526204,36.83653875,36.43904996,36.76353073,8564000
9-May-2016,36.7635294,36.90954543,36.64184834,36.6986351,8110600
10-May-2016,36.86087769,37.18535849,36.84465334,37.11235046,8933500
11-May-2016,37.09612214,37.2178032,36.86898746,36.87709808,8833100
12-May-2016,36.95011589,37.23403741,36.90144592,37.17725372,10463400
13-May-2016,37.11235314,37.17725055,36.6905293,36.78787231,10341200
16-May-2016,36.6337424,37.09612553,36.61751806,37.00689316,9413600
17-May-2016,36.86899501,36.95822739,36.26870639,36.30115509,17457000
18-May-2016,36.14702784,36.36605193,35.87933069,36.08213043,12524300
19-May-2016,35.89555549,36.00912285,35.72520444,35.95233917,10659500
20-May-2016,36.10645282,36.13079089,35.64406981,35.65218353,12914100
23-May-2016,35.74953372,35.82254174,35.644077,35.66841507,13554700
24-May-2016,35.77387294,36.03345636,35.69275428,35.99289703,12634200
25-May-2016,36.10646071,36.2038068,35.89555036,36.00100708,9218100
26-May-2016,36.12268785,36.31737695,36.04967982,36.25247955,8695800
27-May-2016,36.26870917,36.47150894,36.22003921,36.32549286,7893900
31-May-2016,36.48772651,36.48772651,35.90366231,36.17947006,18935200
1-Jun-2016,36.17947928,36.32549536,36.09024997,36.26060104,8916000
2-Jun-2016,36.26058916,36.27681351,36.09834877,36.27681351,6693900
3-Jun-2016,36.30114383,36.54450284,36.24436017,36.53639221,13434900
6-Jun-2016,36.57696529,36.89333243,36.56885466,36.80410004,10310600
7-Jun-2016,36.78786571,36.89332242,36.66618774,36.76353073,9812600
8-Jun-2016,36.69863033,37.0393323,36.65806792,36.95009995,7915400
9-Jun-2016,36.77165161,37.15291303,36.75542726,37.12046432,8042900
10-Jun-2016,37.00690668,37.32327387,36.95823671,37.30705261,12357000
13-Jun-2016,37.17624484,37.33155344,36.85745168,36.88197327,10613500
14-Jun-2016,36.66127,36.89014962,36.32612807,36.81658173,11298200
15-Jun-2016,36.8819737,37.06180702,36.68579473,36.79205704,8360400
16-Jun-2016,36.67762577,37.06181408,36.55501467,37.03729248,11305400
17-Jun-2016,36.92284948,36.96372296,36.27709023,36.61223221,20805400
20-Jun-2016,36.857449,37.03728231,36.75118358,36.76753235,10712400
21-Jun-2016,36.91468121,37.01277072,36.78389415,36.89015961,7919400
22-Jun-2016,36.98824204,37.05363712,36.62857849,36.66944885,10738900
23-Jun-2016,36.80841164,36.92284991,36.65310301,36.84928513,9655300
24-Jun-2016,36.12995589,36.42422752,35.81933549,35.90925217,26003700
27-Jun-2016,35.69670826,35.87654155,35.41061268,35.78662491,15779500
28-Jun-2016,36.015516,36.12177832,35.69671967,36.1136055,16509800
29-Jun-2016,36.28525955,36.5468336,36.16264847,36.32612991,12250900
30-Jun-2016,36.39153109,37.05364227,36.36700949,37.05364227,16056500
1-Jul-2016,37.05363376,37.11902571,36.84110291,36.88197327,11799700
5-Jul-2016,36.91467608,37.33155879,36.90650326,37.13537979,12339100
6-Jul-2016,37.1926029,37.23347327,36.71849789,37.00459671,10902600
